ï»¿Contact_Name,Contact_Email,Contact_Affiliation,Metadata_Provider_Name,Location_ID,Location_Name,Location_Alias,Location_Activity,Location_Category,Measurement_Categories,Years_Data_Collected,Research_Theme,Description,Geographic_Region,Parent_Location_ID,Latitude,Longitude,Lat_Long_Measurement_Method,Topographical_Elevation,Topo_Elev_Measurement_Method,Depth_Profile_Elevations,Instrumentation,Variables_Measured,Related_Reference,Location_Metadata_Version
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,029-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,RM,RM,38.956699,-106.985750,RTK,2912.09,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,030-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,RM,RM,38.956705,-106.985930,RTK,2912.76,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,031-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,RM,RM,38.957120,-106.986150,RTK,2908.71,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,032-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,RM,RM,38.957690,-106.985600,RTK,2910.92,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,033-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.921720,-106.953560,RTK,2799.83,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,034-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.921865,-106.953760,RTK,2797.37,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,035-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920659,-106.951450,RTK,2784.33,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,036-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920605,-106.951470,RTK,2787.03,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,037-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920454,-106.951340,RTK,2788.48,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,038-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920370,-106.951350,RTK,2792.44,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,039-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920603,-106.951630,RTK,2790.73,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,040-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.920632,-106.951540,RTK,2787.59,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,041-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.919704,-106.951730,RTK,2825.05,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,042-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,PH,PH,38.919887,-106.951540,RTK,2813.41,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,043-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Tree Sampling Site,SG,SG,38.927272,-106.980460,RTK,3173.28,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,044-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920993,-106.950930,RTK,2773.16,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,045-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920918,-106.950810,RTK,2774.17,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,046-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920866,-106.950970,RTK,2775.39,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,047-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920941,-106.950800,RTK,2773.81,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,048-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920768,-106.950910,RTK,2777.55,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,049-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,"-9,999.000000","-9,999.000000",RTK,-9999,N/A,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,050-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920598,-106.950870,RTK,2781.39,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,051-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920701,-106.951170,RTK,2779.61,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,052-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920868,-106.950860,RTK,2775.41,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,053-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920851,-106.951350,RTK,2777.59,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,054-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,PH,PH,38.920831,-106.951180,RTK,2776.69,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,055-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.923004,-106.949990,RTK,2759.56,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,056-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.923082,-106.949650,RTK,2758.92,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,057-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.922480,-106.950090,RTK,2760.4,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,058-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.922010,-106.950180,RTK,2760.4,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,059-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.922020,-106.950350,RTK,2761.2,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,060-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.921769,-106.950520,RTK,2762.93,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,061-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.921533,-106.951740,RTK,2770.53,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,062-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.921254,-106.951460,RTK,2768.63,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,063-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.921183,-106.951650,RTK,2771.14,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,064-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Shrub Sampling Site,PH,PH,38.920534,-106.951140,RTK,2784.11,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,065-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,SG,SG,38.927266,-106.979170,RTK,3155.5,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,066-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,SG,SG,38.927241,-106.979330,RTK,3157.35,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,067-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,SG,SG,38.927039,-106.979240,RTK,3154.69,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
Dana Chadwick,kdc@stanford.edu,Stanford University,Dana Chadwick,068-ER18,N/A,N/A,2018 NEON Hyperspectral Ground Campaign,SFA One-off Sampling,Hydrogeology; Biogeochemistry; Vegetation,2018,Mapping vegetation properties to infer subsurface characteristics,Temporary 2018 Meadow Sampling Site,SG,SG,38.927114,-106.979360,RTK,3156.95,LIDAR,N/A,N/A,Soil Moisture; Vegetation Height; Leaf Traits; Soil Properties; Species Cover; Microbial Communities,10.15485/1618130,2.0
